sps_descripcion,fecha
"CASCO CON VICERA-09",21/11/2011
"CASCO CON VICERA-09",09/12/2011
"CASCO CON VICERA-09",04/12/2006
"CASCO CON VICERA-09",28/11/2011
"CASCO CON VICERA-09",11/11/2011
"CASCO CON VICERA-09",22/12/2011
"CASCO CON VICERA-09",11/10/2006
"CASCO CON VICERA-09",29/10/2009
"CASCO CON VICERA-09",08/11/2011
"CASCO CON VICERA-09",22/11/2011
"CASCO CON VICERA-09",22/12/2011
"CASCO CON VICERA-09",03/10/2006
"CASCO CON VICERA-09",20/12/2006
"CASCO CON VICERA-09",06/12/2011
"CASCO CON VICERA-09",11/11/2009
"CASCO CON VICERA-09",23/10/2007
"CASCO CON VICERA-09",21/11/2011
"CASCO CON VICERA-09",24/11/2010
"CASCO CON VICERA-09",01/12/2010
"CASCO CON VICERA-09",07/10/2011
"CASCO CON VICERA-09",03/12/2010
"CASCO CON VICERA-09",23/11/2007
"CASCO CON VICERA-09",11/11/2010
"CASCO CON VICERA-09",05/12/2011
"CASCO CON VICERA-09",23/12/2010
"CASCO CON VICERA-09",14/11/2012
"CASCO CON VICERA-09",22/11/2007
"CASCO CON VICERA-09",15/12/2009
"CASCO CON VICERA-09",09/12/2009
"CASCO CON VICERA-09",03/11/2009
"CASCO CON VICERA-09",22/11/2006
"CASCO CON VICERA-09",30/11/2009
"CASCO CON VICERA-09",02/10/2009
"CASCO CON VICERA-09",14/11/2006
"CASCO CON VICERA-09",09/12/2010
"CASCO CON VICERA-09",21/11/2012
"CASCO CON VICERA-09",04/12/2006
"CASCO CON VICERA-09",16/10/2012
"CASCO CON VICERA-09",23/10/2009
"CASCO CON VICERA-09",14/11/2006
"CASCO CON VICERA-09",22/12/2010
"CASCO CON VICERA-09",04/11/2011
"CASCO CON VICERA-09",16/12/2011
"CASCO CON VICERA-09",22/11/2010
"CASCO CON VICERA-09",14/11/2011
"CASCO CON VICERA-09",25/11/2011
"CASCO CON VICERA-09",22/11/2010
"CASCO CON VICERA-09",10/10/2012
"CASCO CON VICERA-09",19/10/2007
"CASCO CON VICERA-09",08/10/2012
"CASCO CON VICERA-09",22/12/2011
"CASCO CON VICERA-09",02/12/2009
"CASCO CON VICERA-09",22/10/2009
"CASCO CON VICERA-09",27/11/2012
"CASCO CON VICERA-09",17/11/2009
"CASCO CON VICERA-09",04/12/2012
"CASCO CON VICERA-09",20/12/2011
"CASCO CON VICERA-09",12/11/2007
"CASCO CON VICERA-09",31/10/2006
"CASCO CON VICERA-09",19/12/2010
"CASCO CON VICERA-09",06/10/2011
"CASCO CON VICERA-09",19/12/2007
"CASCO CON VICERA-09",24/11/2006
"CASCO CON VICERA-09",30/11/2011
"CASCO CON VICERA-09",19/11/2010
"CASCO CON VICERA-09",11/11/2009
"CASCO CON VICERA-09",09/11/2012
"CASCO CON VICERA-09",12/12/2010
"CASCO CON VICERA-09",17/10/2011
"CASCO CON VICERA-09",26/11/2010
"CASCO CON VICERA-09",09/11/2012
"CASCO CON VICERA-09",10/12/2012
"CASCO CON VICERA-09",08/11/2012
"CASCO CON VICERA-09",14/10/2011
"CASCO CON VICERA-09",24/10/2011
"CASCO CON VICERA-09",06/12/2010
"CASCO CON VICERA-09",05/10/2010
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",07/12/2010
"CASCO PARA PATINETA 001",19/12/2012
"CASCO PARA PATINETA 001",08/11/2012
"CASCO PARA PATINETA 001",30/11/2011
"CASCO PARA PATINETA 001",31/12/2013
"CASCO PARA PATINETA 001",26/12/2013
"CASCO PARA PATINETA 001",29/12/2010
"CASCO PARA PATINETA 001",11/12/2013
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",03/12/2013
"CASCO PARA PATINETA 001",27/11/2012
"CASCO PARA PATINETA 001",10/10/2012
"CASCO PARA PATINETA 001",11/10/2013
"CASCO PARA PATINETA 001",26/10/2012
"CASCO PARA PATINETA 001",19/10/2012
"CASCO PARA PATINETA 001",16/12/2011
"CASCO PARA PATINETA 001",12/11/2012
"CASCO PARA PATINETA 001",12/10/2012
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",07/11/2011
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",22/10/2012
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",30/11/2012
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",09/12/2010
"CASCO PARA PATINETA 001",18/10/2013
"CASCO PARA PATINETA 001",31/12/2013
"CASCO PARA PATINETA 001",21/11/2012
"CASCO PARA PATINETA 001",30/11/2011
"CASCO PARA PATINETA 001",03/12/2010
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",21/11/2012
"CASCO PARA PATINETA 001",10/12/2011
"CASCO PARA PATINETA 001",05/10/2012
"CASCO PARA PATINETA 001",12/11/2013
"CASCO PARA PATINETA 001",28/11/2011
"CASCO PARA PATINETA 001",26/10/2012
"CASCO PARA PATINETA 001",22/11/2012
"CASCO PARA PATINETA 001",27/12/2013
"CASCO PARA PATINETA 001",11/11/2011
"CASCO PARA PATINETA 001",27/12/2011
"CASCO PARA PATINETA 001",23/10/2013
"CASCO PARA PATINETA 001",18/11/2013
"CASCO PARA PATINETA 001",23/12/2013
"CASCO PARA PATINETA 001",16/12/2011
"CASCO PARA PATINETA 001",09/11/2009
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",14/12/2013
"CASCO PARA PATINETA 001",29/11/2011
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",25/11/2013
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",30/11/2012
"CASCO PARA PATINETA 001",24/10/2012
"CASCO PARA PATINETA 001",15/11/2013
"CASCO PARA PATINETA 001",16/12/2013
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",03/11/2010
"CASCO PARA PATINETA 001",19/12/2011
"CASCO PARA PATINETA 001",10/10/2013
"CASCO PARA PATINETA 001",22/10/2013
"CASCO PARA PATINETA 001",03/10/2012
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",22/12/2011
"CASCO PARA PATINETA 001",31/12/2010
"CASCO PARA PATINETA 001",18/11/2013
"CASCO PARA PATINETA 001",20/12/2011
"CASCO PARA PATINETA 001",29/11/2013
"CASCO PARA PATINETA 001",06/11/2009
"CASCO PARA PATINETA 001",17/12/2013
"CASCO PARA PATINETA 001",24/10/2013
"CASCO PARA PATINETA 001",29/11/2011
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",12/10/2012
"CASCO PARA PATINETA 001",17/12/2013
"CASCO PARA PATINETA 001",29/12/2011
"CASCO PARA PATINETA 001",30/11/2010
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",06/12/2011
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",16/10/2012
"CASCO PARA PATINETA 001",10/10/2012
"CASCO PARA PATINETA 001",30/10/2009
"CASCO PARA PATINETA 001",14/11/2012
"CASCO PARA PATINETA 001",27/11/2013
"CASCO PARA PATINETA 001",26/11/2010
"CASCO PARA PATINETA 001",29/12/2010
"CASCO PARA PATINETA 001",30/10/2013
"CASCO PARA PATINETA 001",11/11/2009
"CASCO PARA PATINETA 001",18/12/2012
"CASCO PARA PATINETA 001",03/10/2012
"CASCO PARA PATINETA 001",27/11/2012
"CASCO PARA PATINETA 001",10/12/2012
"CASCO PARA PATINETA 001",10/11/2011
"CASCO PARA PATINETA 001",09/12/2011
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",27/12/2013
"CASCO PARA PATINETA 001",04/11/2011
"CASCO PARA PATINETA 001",15/10/2013
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",30/12/2013
"CASCO PARA PATINETA 001",21/11/2011
"CASCO PARA PATINETA 001",24/11/2010
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",17/10/2013
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",31/12/2013
"CASCO PARA PATINETA 001",22/11/2010
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",24/10/2012
"CASCO PARA PATINETA 001",10/10/2012
"CASCO PARA PATINETA 001",18/10/2012
"CASCO PARA PATINETA 001",11/10/2011
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",12/12/2011
"CASCO PARA PATINETA 001",13/11/2013
"CASCO PARA PATINETA 001",09/10/2012
"CASCO PARA PATINETA 001",14/12/2012
"CASCO PARA PATINETA 001",12/10/2011
"CASCO PARA PATINETA 001",06/12/2013
"CASCO PARA PATINETA 001",18/11/2013
"CASCO PARA PATINETA 001",20/10/2011
"CASCO PARA PATINETA 001",22/12/2012
"CASCO PARA PATINETA 001",14/12/2011
"CASCO PARA PATINETA 001",16/11/2011
"CASCO PARA PATINETA 001",23/12/2010
"CASCO PARA PATINETA 001",29/10/2012
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",16/11/2011
"CASCO PARA PATINETA 001",15/11/2013
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",18/10/2011
"CASCO PARA PATINETA 001",11/10/2013
"CASCO PARA PATINETA 001",21/12/2010
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",17/12/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",04/12/2012
"CASCO PARA PATINETA 001",24/11/2011
"CASCO PARA PATINETA 001",28/11/2012
"CASCO PARA PATINETA 001",17/12/2013
"CASCO PARA PATINETA 001",12/10/2012
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",17/12/2010
"CASCO PARA PATINETA 001",29/10/2012
"CASCO PARA PATINETA 001",04/10/2013
"CASCO PARA PATINETA 001",29/11/2011
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",28/10/2013
"CASCO PARA PATINETA 001",27/11/2013
"CASCO PARA PATINETA 001",31/12/2012
"CASCO PARA PATINETA 001",24/12/2013
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",01/10/2012
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",11/12/2012
"CASCO PARA PATINETA 001",03/12/2012
"CASCO PARA PATINETA 001",22/11/2011
"CASCO PARA PATINETA 001",07/12/2012
"CASCO PARA PATINETA 001",05/10/2012
"CASCO PARA PATINETA 001",11/10/2011
"CASCO PARA PATINETA 001",23/12/2013
"CASCO PARA PATINETA 001",03/10/2012
"CASCO PARA PATINETA 001",04/12/2012
"CASCO PARA PATINETA 001",18/12/2012
"CASCO PARA PATINETA 001",22/12/2011
"CASCO PARA PATINETA 001",19/12/2013
"CASCO PARA PATINETA 001",30/11/2011
"CASCO PARA PATINETA 001",23/12/2009
"CASCO PARA PATINETA 001",10/12/2012
"CASCO PARA PATINETA 001",17/12/2012
"CASCO PARA PATINETA 001",10/12/2012
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",14/11/2013
"CASCO PARA PATINETA 001",20/10/2009
"CASCO PARA PATINETA 001",09/11/2009
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",30/12/2013
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",21/12/2011
"CASCO PARA PATINETA 001",08/11/2012
"CASCO PARA PATINETA 001",02/10/2009
"CASCO PARA PATINETA 001",08/11/2012
"CASCO PARA PATINETA 001",09/12/2010
"CASCO PARA PATINETA 001",27/10/2011
"CASCO PARA PATINETA 001",10/12/2013
"CASCO PARA PATINETA 001",21/11/2011
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",14/11/2011
"CASCO PARA PATINETA 001",01/10/2012
"CASCO PARA PATINETA 001",29/12/2010
"CASCO PARA PATINETA 001",23/10/2009
"CASCO PARA PATINETA 001",28/11/2011
"CASCO PARA PATINETA 001",10/10/2012
"CASCO PARA PATINETA 001",11/10/2013
"CASCO PARA PATINETA 001",12/11/2013
"CASCO PARA PATINETA 001",02/12/2010
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",19/12/2011
"CASCO PARA PATINETA 001",23/10/2013
"CASCO PARA PATINETA 001",25/10/2011
"CASCO PARA PATINETA 001",06/11/2013
"CASCO PARA PATINETA 001",31/12/2010
"CASCO PARA PATINETA 001",25/11/2013
"CASCO PARA PATINETA 001",15/11/2011
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",19/12/2013
"CASCO PARA PATINETA 001",09/12/2013
"CASCO PARA PATINETA 001",17/10/2013
"CASCO PARA PATINETA 001",30/11/2010
"CASCO PARA PATINETA 001",13/12/2012
"CASCO PARA PATINETA 001",30/12/2013
"CASCO PARA PATINETA 001",16/11/2011
"CASCO PARA PATINETA 001",07/10/2013
"CASCO PARA PATINETA 001",30/11/2012
"CASCO PARA PATINETA 001",17/12/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",23/12/2011
"CASCO PARA PATINETA 001",07/12/2011
"CASCO PARA PATINETA 001",16/12/2013
"CASCO PARA PATINETA 001",31/10/2012
"CASCO PARA PATINETA 001",27/11/2012
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",21/11/2013
"CASCO PARA PATINETA 001",22/12/2011
"CASCO PARA PATINETA 001",03/12/2013
"CASCO PARA PATINETA 001",18/10/2011
"CASCO PARA PATINETA 001",19/12/2011
"CASCO PARA PATINETA 001",14/10/2009
"CASCO PARA PATINETA 001",21/12/2012
"CASCO PARA PATINETA 001",11/11/2011
"CASCO PARA PATINETA 001",20/10/2009
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",14/12/2011
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",19/12/2012
"CASCO PARA PATINETA 001",17/12/2009
"CASCO PARA PATINETA 001",24/10/2011
"CASCO PARA PATINETA 001",31/12/2013
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",18/12/2013
"CASCO PARA PATINETA 001",02/11/2011
"CASCO PARA PATINETA 001",22/12/2013
"CASCO PARA PATINETA 001",11/10/2013
"CASCO PARA PATINETA 001",20/10/2010
"CASCO PARA PATINETA 001",04/11/2013
"CASCO PARA PATINETA 001",22/11/2013
"CASCO PARA PATINETA 001",21/12/2012
"CASCO PARA PATINETA 001",12/11/2009
"CASCO PARA PATINETA 001",03/12/2009
"CASCO PARA PATINETA 001",23/12/2011
"CASCO PARA PATINETA 001",07/12/2010
"CASCO PARA PATINETA 001",25/11/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",08/11/2013
"CASCO PARA PATINETA 001",05/12/2012
"CASCO PARA PATINETA 001",14/12/2011
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",15/12/2013
"CASCO PARA PATINETA 001",24/12/2010
"CASCO PARA PATINETA 001",17/10/2012
"CASCO PARA PATINETA 001",12/11/2013
"CASCO PARA PATINETA 001",14/10/2011
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",20/12/2010
"CASCO PARA PATINETA 001",22/11/2011
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",31/10/2012
"CASCO PARA PATINETA 001",11/10/2013
"CASCO PARA PATINETA 001",21/12/2010
"CASCO PARA PATINETA 001",08/10/2012
"CASCO PARA PATINETA 001",05/11/2013
"CASCO PARA PATINETA 001",03/10/2012
"CASCO PARA PATINETA 001",03/11/2011
"CASCO PARA PATINETA 001",19/12/2012
"CASCO PARA PATINETA 001",13/11/2012
"CASCO PARA PATINETA 001",09/12/2011
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",22/12/2012
"CASCO PARA PATINETA 001",12/11/2010
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",17/10/2012
"CASCO PARA PATINETA 001",23/12/2010
"CASCO PARA PATINETA 001",15/11/2013
"CASCO PARA PATINETA 001",10/10/2012
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",14/11/2012
"CASCO PARA PATINETA 001",22/11/2011
"CASCO PARA PATINETA 001",07/10/2011
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",16/12/2013
"CASCO PARA PATINETA 001",11/12/2013
"CASCO PARA PATINETA 001",24/12/2011
"CASCO PARA PATINETA 001",12/11/2013
"CASCO PARA PATINETA 001",14/12/2012
"CASCO PARA PATINETA 001",19/12/2011
"CASCO PARA PATINETA 001",18/10/2012
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",29/11/2010
"CASCO PARA PATINETA 001",05/11/2010
"CASCO PARA PATINETA 001",18/11/2013
"CASCO PARA PATINETA 001",12/10/2012
"CASCO PARA PATINETA 001",04/10/2013
"CASCO PARA PATINETA 001",09/12/2011
"CASCO PARA PATINETA 001",19/11/2013
"CASCO PARA PATINETA 001",14/12/2013
"CASCO PARA PATINETA 001",21/12/2011
"CASCO PARA PATINETA 001",26/10/2011
"CASCO PARA PATINETA 001",25/10/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",02/12/2013
"CASCO PARA PATINETA 001",26/11/2013
"CASCO PARA PATINETA 001",30/12/2013
"CASCO PARA PATINETA 001",26/11/2012
"CASCO PARA PATINETA 001",21/12/2011
"CASCO PARA PATINETA 001",17/10/2012
"CASCO PARA PATINETA 001",20/12/2013
"CASCO PARA PATINETA 001",14/12/2009
"CASCO PARA PATINETA 001",08/11/2011
"CASCO PARA PATINETA 001",18/11/2011
"CASCO PARA PATINETA 001",27/11/2013
"CASCO PARA PATINETA 001",19/12/2013
"CASCO PARA PATINETA 001",21/12/2013
"CASCO PARA PATINETA 001",10/11/2011
"CASCO PARA PATINETA 001",26/10/2012
"CASCO PARA PATINETA 001",22/12/2010
"CASCO PARA PATINETA 001",18/11/2013
"CASCO PARA PATINETA 001",20/12/2011
"CASCO PARA PATINETA 001",30/11/2010
"CASCO PARA PATINETA 001",09/12/2011
"CASCO PARA PATINETA 001",09/12/2013
"CASCO PARA PATINETA 001",13/12/2012
"CASCO PARA PATINETA 001",12/12/2013
"CASCO PARA PATINETA 001",30/11/2012
"CASCO PARA PATINETA 001",27/10/2011
"CASCO PARA PATINETA 001",18/12/2012
"CASCO PARA PATINETA 001",05/12/2013
"CASCO PARA PATINETA 001",22/12/2013
"CASCO PARA PATINETA 001",06/12/2010
"CASCO PARA PATINETA 001",25/10/2011
"CASCO PARA PATINETA 001",23/10/2013
"CASCO PARA PATINETA 001",04/12/2013
"CASCO PARA PATINETA 001",11/11/2010
"CASCO PARA PATINETA 001",07/11/2013
"CASCO PARA PATINETA 001",04/10/2013
"CASCO PARA PATINETA 001",19/11/2013
"CASCO PARA PATINETA 001",13/12/2012
"CASCO PARA PATINETA 001",04/10/2011
"CASCO PARA PATINETA 001",16/11/2012
"CASCO PARA PATINETA 001",15/12/2013
